source_id,umap_1,umap_2,feh,bp_rp,absolute_g_mag,tangential_velocity_kms,rv,galcen_vtot_kms,metallicity_group,high_vtan_candidate,metal_poor_candidate,chemo_kinematic_candidate,umap_dbscan_label
3084461004490554496,8.518077,9.499931,-0.516,0.76658535,3.973801878128949,72.97772138060579,53.72,249.7848993290533,metal_poor,False,True,False,0
3084540238046904704,8.017543,5.5484867,-0.124,0.6243181,3.222815027896772,30.219011328145907,15.58,213.3620598240971,solar_like,False,False,False,0
3083720002372628480,5.3471937,6.8693705,0.139,0.87724495,3.308022358097954,59.17910436217824,61.34,191.00034339286017,solar_like,False,False,False,0
3090629677038908288,8.698275,9.389189,-0.575,0.6906223,3.3773808105026557,56.63960586923673,53.83,252.04378392305173,metal_poor,False,True,False,0
3084857859469192704,7.6570935,5.679095,0.115,0.61051464,2.9267797828086657,25.727608022042496,8.32,222.4238174571863,solar_like,False,False,False,0
3084844562250510080,0.35276848,8.393502,-0.025,1.2633104,0.9046140807756088,18.12501823745914,15.35,234.84891458144116,solar_like,False,False,False,0
3090701385812825856,9.088451,7.6336865,-0.238,0.51126003,3.025212150672264,15.999519703142605,29.62,237.44963016850107,solar_like,False,False,False,0
3089606306589882752,6.526528,7.647713,-0.305,0.68903255,3.2210514431906887,38.879066637062955,49.14,207.9118136033744,solar_like,False,False,False,0
3084606586702784128,8.776678,9.491196,-0.511,0.7327299,3.959235388835122,64.15767997247224,68.3,257.7464416957215,metal_poor,False,True,False,0
3090126852329578112,0.26990223,7.8445477,-0.409,1.3416348,0.5572077908830373,59.8208333444623,-29.78,228.27663607488944,solar_like,False,False,False,0
3089815900994745984,7.7267685,8.215685,-0.348,0.83097553,4.5216960005484275,54.112236470736086,42.19,222.63901042803036,solar_like,False,False,False,0
3089659254946560256,3.0221653,8.870803,0.073,1.1833029,2.544230927779033,22.243084624175072,99.28,205.1029812196434,solar_like,False,False,False,0
3084915652548915072,9.16413,4.7362914,-0.281,1.117857,3.545197151926562,84.11695666054987,-19.62,233.9280028397086,solar_like,False,False,False,0
3089615789877500544,7.168127,8.888414,-0.424,0.6786299,3.870580543450099,38.58133361092305,76.28,219.4849093669843,solar_like,False,False,False,0
3083685058519263360,8.9182,8.654195,0.115,0.7571869,1.769698289830199,58.37620174628549,23.09,265.5174213929073,solar_like,False,False,False,0
3089918391798076544,10.014868,5.021457,-0.06,0.6218538,3.8351696375406448,4.980416284184737,-13.51,252.63011537206827,solar_like,False,False,False,0
3084883521895344000,9.724999,6.4163446,-0.09,0.5200949,2.0925998294888366,11.186649301981044,8.13,239.8363645952356,solar_like,False,False,False,0
